,AA,AAPL,GE,IBM,JNJ,MSFT,PEP,SPX,XOM
2008-10-22 00:00:00,9.93,96.87,16.8,78.96,55.44,20.09,48.9,896.78,60.04
2008-10-23 00:00:00,9.43,98.23,16.66,79.67,56.37,20.83,48.75,908.11,65.45
2008-10-24 00:00:00,8.88,96.38,15.8,77.52,54.87,20.49,47.19,876.77,64.19
2008-10-27 00:00:00,8.53,92.09,15.71,75.24,54.29,19.76,46.94,848.92,61.45
2008-10-28 00:00:00,10.17,99.91,17.27,82.44,57.94,21.55,50.9,940.51,69.61
2008-10-29 00:00:00,10.52,104.55,17.01,83.31,55.54,21.46,50.14,930.09,69.41
2008-10-30 00:00:00,10.81,111.04,17.14,85.66,54.67,21.12,52.04,954.09,69.78
2008-10-31 00:00:00,10.85,107.59,17.29,87.81,55.37,20.84,51.97,968.75,68.92
2008-11-03 00:00:00,11.21,106.96,17.1,87.54,55.2,21.11,52.39,966.3,69.08
2008-11-04 00:00:00,11.77,110.99,18.4,88.22,55.86,21.96,53.18,1005.75,72.05
2008-11-05 00:00:00,11.29,103.3,17.66,84.95,54.02,20.6,51.97,952.77,68.52
2008-11-06 00:00:00,9.82,99.1,16.25,80.88,52.28,19.48,50.0,904.88,65.05
2008-11-07 00:00:00,10.71,98.24,16.71,81.94,54.35,20.06,50.47,930.99,69.15
2008-11-10 00:00:00,11.27,95.88,16.35,79.66,54.17,19.87,49.78,919.21,69.22
2008-11-11 00:00:00,10.47,94.77,15.78,78.59,53.75,19.78,50.21,898.95,67.94
2008-11-12 00:00:00,9.73,90.12,14.43,75.74,52.28,18.94,48.41,852.3,64.46
2008-11-13 00:00:00,10.72,96.44,14.94,79.98,56.77,19.83,50.68,911.29,70.52
2008-11-14 00:00:00,10.37,90.24,14.19,76.3,54.2,18.72,48.79,873.29,68.9
2008-11-17 00:00:00,9.25,88.14,14.27,73.59,53.5,18.03,48.29,850.75,68.62
2008-11-18 00:00:00,9.07,89.91,14.23,76.06,54.96,18.43,48.44,859.12,71.38
2008-11-19 00:00:00,7.81,86.29,12.8,72.16,52.46,17.18,47.5,806.58,68.66
2008-11-20 00:00:00,6.55,80.49,11.38,68.14,50.37,16.47,45.85,752.44,64.07
2008-11-21 00:00:00,8.08,82.58,12.43,71.12,53.1,18.49,49.77,800.03,70.89
2008-11-24 00:00:00,8.76,92.95,13.52,75.88,53.8,19.44,50.74,851.81,73.69
2008-11-25 00:00:00,9.28,90.8,13.97,76.6,53.42,18.78,49.23,857.39,73.05
2008-11-26 00:00:00,10.03,95.0,14.34,77.57,53.03,19.25,50.08,887.68,75.64
2008-11-28 00:00:00,10.3,92.67,15.21,77.51,53.31,18.99,51.69,896.24,74.95
2008-12-01 00:00:00,8.91,88.93,13.73,73.04,50.36,17.48,48.9,816.21,69.49
2008-12-02 00:00:00,9.34,92.47,15.6,75.83,51.72,17.99,49.64,848.81,72.58
2008-12-03 00:00:00,8.89,95.9,16.06,76.62,52.17,18.67,49.69,870.74,73.81
2008-12-04 00:00:00,7.71,91.41,15.55,73.55,51.13,17.95,48.08,845.22,71.32
2008-12-05 00:00:00,7.8,94.0,15.82,76.55,53.0,18.67,49.04,876.07,71.63
2008-12-08 00:00:00,9.17,99.72,16.73,80.6,53.49,19.74,49.25,909.7,74.44
2008-12-09 00:00:00,9.14,100.06,15.75,78.54,52.61,19.35,48.03,888.67,73.13
2008-12-10 00:00:00,9.76,98.21,15.95,78.7,52.6,19.36,48.71,899.24,74.88
2008-12-11 00:00:00,9.55,95.0,15.11,76.54,53.01,18.27,48.43,873.59,74.83
2008-12-12 00:00:00,9.64,98.27,15.16,78.08,52.1,18.19,47.8,879.73,75.23
2008-12-15 00:00:00,9.48,94.75,15.02,78.62,52.61,17.89,48.16,868.57,74.77
2008-12-16 00:00:00,9.94,95.43,15.88,82.06,54.24,18.89,49.81,913.18,77.75
2008-12-17 00:00:00,9.9,89.16,15.41,81.53,53.5,18.47,49.92,904.42,75.8
2008-12-18 00:00:00,9.35,89.43,14.14,79.79,53.69,18.13,50.27,885.28,72.01
2008-12-19 00:00:00,9.28,90.0,14.62,79.33,53.55,17.96,49.7,887.88,70.16
2008-12-22 00:00:00,8.83,85.74,14.24,77.88,53.63,18.02,49.39,871.63,70.05
2008-12-23 00:00:00,9.16,86.38,14.56,76.56,53.4,18.11,49.77,863.16,70.23
2008-12-24 00:00:00,8.98,85.04,14.55,76.48,53.3,18.01,50.11,868.15,70.87
2008-12-26 00:00:00,9.36,85.81,14.42,77.25,53.3,17.97,50.13,872.8,72.18
2008-12-29 00:00:00,9.31,86.61,14.14,77.17,52.92,17.81,49.68,869.42,72.96
2008-12-30 00:00:00,10.23,86.29,14.29,79.36,53.85,18.17,50.42,890.64,73.49
2008-12-31 00:00:00,10.77,85.35,14.63,79.94,54.45,18.26,50.32,903.25,74.65
2009-01-02 00:00:00,11.59,90.75,15.42,82.99,55.2,19.1,51.42,931.8,76.35
2009-01-05 00:00:00,11.35,94.58,15.02,82.46,54.65,19.28,51.09,927.45,76.34
2009-01-06 00:00:00,11.6,93.02,15.23,84.75,54.32,19.5,51.18,934.7,75.09
2009-01-07 00:00:00,10.42,91.01,14.55,83.39,53.81,18.33,49.51,906.65,73.18
2009-01-08 00:00:00,10.87,92.7,14.58,82.81,53.71,18.9,48.93,909.73,73.96
2009-01-09 00:00:00,10.34,90.58,14.45,80.45,53.74,18.34,48.3,890.35,72.54
2009-01-12 00:00:00,9.63,88.66,14.3,81.41,53.1,18.29,47.22,870.26,71.58
2009-01-13 00:00:00,9.14,87.71,13.49,81.06,53.55,18.62,47.99,871.79,72.87
2009-01-14 00:00:00,8.64,85.33,12.74,79.02,52.74,17.93,46.95,842.62,70.23
2009-01-15 00:00:00,8.97,83.38,12.44,79.9,52.44,18.07,46.43,843.74,71.69
2009-01-16 00:00:00,9.02,82.33,12.61,80.66,52.28,18.52,47.2,850.12,73.04
2009-01-20 00:00:00,7.99,78.2,11.68,77.87,51.65,17.36,46.33,805.22,71.34
2009-01-21 00:00:00,8.19,82.83,11.77,86.83,51.29,18.21,46.34,840.24,74.12
2009-01-22 00:00:00,7.89,88.36,12.17,85.55,51.76,16.07,46.26,827.5,73.16
2009-01-23 00:00:00,7.97,88.36,10.86,85.0,50.94,16.16,46.51,831.95,72.98
2009-01-26 00:00:00,7.99,89.64,11.22,87.0,51.47,16.56,47.24,836.57,73.5
2009-01-27 00:00:00,8.24,90.73,11.79,87.06,52.37,16.59,47.45,845.71,73.8
2009-01-28 00:00:00,8.37,94.2,12.19,90.06,53.3,16.95,47.81,874.09,74.11
2009-01-29 00:00:00,8.08,93.0,11.49,87.87,53.04,16.52,47.48,845.14,72.01
2009-01-30 00:00:00,7.45,90.13,10.95,87.05,52.5,16.06,46.15,825.88,71.52
2009-02-02 00:00:00,7.36,91.51,10.49,86.37,52.5,16.75,46.06,825.44,71.72
2009-02-03 00:00:00,7.69,92.98,10.27,88.79,53.31,17.38,47.34,838.51,73.05
2009-02-04 00:00:00,7.64,93.55,10.17,88.17,52.75,17.5,47.31,832.23,72.62
2009-02-05 00:00:00,7.88,96.46,9.8,87.77,52.89,17.89,48.1,845.85,74.61
2009-02-06 00:00:00,8.21,99.72,10.02,91.81,53.25,18.47,49.18,868.6,75.51
2009-02-09 00:00:00,8.31,102.51,11.41,92.46,53.24,18.26,47.25,869.89,74.7
2009-02-10 00:00:00,7.48,97.83,10.49,89.07,51.63,17.66,45.51,827.16,71.56
2009-02-11 00:00:00,7.53,96.82,10.78,90.88,52.18,18.05,46.5,833.74,70.1
2009-02-12 00:00:00,7.34,99.27,10.55,90.79,52.59,18.09,47.78,835.19,70.7
2009-02-13 00:00:00,7.31,99.16,10.33,89.62,51.97,17.93,48.3,826.84,70.1
2009-02-17 00:00:00,6.6,94.53,9.76,86.59,50.95,17.11,47.61,789.17,66.99
2009-02-18 00:00:00,6.34,94.37,9.81,87.39,50.81,17.14,47.35,788.42,67.61
2009-02-19 00:00:00,6.21,90.64,9.35,84.93,50.9,16.94,47.96,778.94,67.82
2009-02-20 00:00:00,6.15,91.2,8.72,84.79,50.15,17.03,47.27,770.05,66.95
2009-02-23 00:00:00,5.68,86.95,8.23,80.57,49.23,16.28,46.09,743.33,65.13
2009-02-24 00:00:00,6.25,90.25,8.44,82.51,50.05,16.24,47.48,773.14,67.76
2009-02-25 00:00:00,6.32,91.16,8.38,82.03,49.52,16.04,46.6,764.9,67.72
2009-02-26 00:00:00,6.36,89.19,8.46,84.97,48.12,15.53,45.41,752.83,66.68
2009-02-27 00:00:00,6.09,89.31,7.91,87.89,45.88,15.28,44.23,735.09,63.82
2009-03-02 00:00:00,5.37,87.94,7.07,85.04,43.97,14.93,43.05,700.82,61.01
2009-03-03 00:00:00,5.41,88.37,6.52,83.82,43.72,15.02,44.53,696.33,60.49
2009-03-04 00:00:00,6.1,91.17,6.22,85.46,45.06,15.25,44.12,712.87,61.73
2009-03-05 00:00:00,5.14,88.84,6.19,83.54,43.74,14.44,42.61,682.55,58.48
2009-03-06 00:00:00,5.1,85.3,6.56,81.95,44.02,14.45,43.66,683.38,60.18
2009-03-09 00:00:00,5.27,83.11,6.89,79.72,42.76,14.33,42.46,676.53,60.69
2009-03-10 00:00:00,5.98,88.63,8.25,83.32,43.85,15.59,43.19,719.6,63.34
2009-03-11 00:00:00,5.63,92.68,7.89,84.63,43.96,16.18,43.95,721.36,61.82
2009-03-12 00:00:00,5.85,96.35,8.9,86.33,44.96,16.09,44.76,750.74,63.11
2009-03-13 00:00:00,5.6,95.93,8.94,86.29,46.47,15.75,45.07,756.55,63.16
2009-03-16 00:00:00,5.98,95.42,8.98,87.11,46.55,15.37,45.17,753.89,62.94
2009-03-17 00:00:00,5.46,99.66,9.3,88.73,46.54,15.98,45.65,778.12,64.94
2009-03-18 00:00:00,5.36,101.52,9.59,87.81,46.49,16.04,45.85,794.35,65.01
2009-03-19 00:00:00,6.26,101.62,9.42,88.49,45.94,16.21,45.41,784.04,64.22
2009-03-20 00:00:00,6.39,101.59,8.87,88.35,47.41,16.14,46.36,768.54,62.12
2009-03-23 00:00:00,7.23,107.66,9.7,94.27,48.85,17.34,47.86,822.92,66.29
2009-03-24 00:00:00,7.16,106.5,9.68,93.88,48.36,16.96,47.76,806.12,65.21
2009-03-25 00:00:00,7.55,106.49,9.75,93.54,48.51,16.91,48.64,813.88,65.94
2009-03-26 00:00:00,7.94,109.87,10.13,94.33,48.54,17.81,49.28,832.86,66.95
2009-03-27 00:00:00,7.62,106.85,10.02,89.91,48.48,17.15,48.56,815.94,65.77
2009-03-30 00:00:00,6.54,104.49,9.23,90.27,48.64,16.53,48.01,787.53,64.5
2009-03-31 00:00:00,7.17,105.12,9.4,92.53,48.27,17.38,47.72,797.87,64.01
2009-04-01 00:00:00,7.43,108.69,9.45,93.22,48.67,18.26,48.4,811.08,65.07
2009-04-02 00:00:00,8.0,112.71,9.98,96.28,48.61,18.25,49.0,834.38,66.03
2009-04-03 00:00:00,7.99,115.99,10.17,97.62,47.86,17.73,48.84,842.5,66.2
2009-04-06 00:00:00,7.73,118.45,10.4,96.99,47.9,17.74,48.82,835.48,65.84
2009-04-07 00:00:00,7.61,115.0,9.9,94.31,47.13,17.74,48.43,815.55,64.58
2009-04-08 00:00:00,7.88,116.32,9.89,96.64,47.21,18.15,48.46,825.16,64.81
2009-04-09 00:00:00,8.65,119.57,10.53,97.12,47.18,18.6,48.29,856.56,65.64
2009-04-13 00:00:00,8.94,120.22,11.28,95.45,46.94,18.53,47.73,858.73,63.93
2009-04-14 00:00:00,8.63,118.31,10.7,94.8,47.14,18.3,46.87,841.5,63.63
2009-04-15 00:00:00,8.85,117.64,11.0,94.4,47.51,17.81,48.24,852.06,64.04
2009-04-16 00:00:00,8.94,121.45,11.41,96.86,47.9,18.69,48.16,865.3,63.36
2009-04-17 00:00:00,9.05,123.42,11.52,96.71,48.68,18.16,48.32,869.6,62.74
2009-04-20 00:00:00,8.17,120.5,10.55,95.91,48.15,17.6,46.22,832.39,61.36
2009-04-21 00:00:00,8.49,121.76,10.88,97.71,48.14,17.94,45.74,850.08,62.25
2009-04-22 00:00:00,8.45,121.51,10.97,97.93,46.97,17.76,44.47,843.55,60.86
2009-04-23 00:00:00,8.7,125.4,11.04,96.86,47.17,17.9,44.39,851.92,61.76
2009-04-24 00:00:00,8.93,123.9,11.26,95.58,46.73,19.78,44.97,866.23,62.57
2009-04-27 00:00:00,8.59,124.73,11.24,95.45,46.67,19.3,45.52,857.51,62.15
2009-04-28 00:00:00,8.33,123.9,11.16,97.35,46.48,18.85,46.38,855.16,63.05
2009-04-29 00:00:00,8.6,125.14,11.36,99.36,46.83,19.15,46.76,873.64,64.32
2009-04-30 00:00:00,8.87,125.83,11.76,98.56,48.05,19.16,46.12,872.81,62.66
2009-05-01 00:00:00,9.47,127.24,11.8,99.9,48.26,19.14,46.15,877.52,63.92
2009-05-04 00:00:00,10.13,132.07,12.18,101.41,49.33,19.1,45.51,907.24,64.1
2009-05-05 00:00:00,9.9,132.71,12.18,101.09,49.88,18.72,46.1,903.8,63.58
2009-05-06 00:00:00,10.29,132.5,12.71,100.43,49.75,18.72,46.09,919.53,64.46
2009-05-07 00:00:00,9.66,129.06,12.98,98.48,50.37,18.27,45.87,907.39,64.79
2009-05-08 00:00:00,9.81,129.19,13.51,97.43,50.45,18.37,46.11,929.23,66.54
2009-05-11 00:00:00,9.4,129.57,13.19,98.78,49.65,18.27,45.96,909.24,65.49
2009-05-12 00:00:00,9.27,124.42,12.72,99.78,50.47,18.81,45.67,908.35,66.96
2009-05-13 00:00:00,8.46,119.49,12.0,98.17,50.61,18.68,46.03,883.92,65.97
2009-05-14 00:00:00,8.57,122.95,12.12,97.01,50.49,18.97,47.15,893.07,65.96
2009-05-15 00:00:00,8.85,122.42,11.95,97.31,50.85,19.12,46.64,882.88,65.34
2009-05-18 00:00:00,9.3,126.65,12.52,100.39,51.43,19.48,47.43,909.71,66.66
2009-05-19 00:00:00,9.49,127.45,12.74,101.29,51.29,19.33,47.84,908.13,66.68
2009-05-20 00:00:00,9.3,125.87,12.8,99.89,51.27,19.4,48.26,903.47,65.81
2009-05-21 00:00:00,8.92,124.18,12.31,98.71,50.91,18.87,47.73,888.33,64.66
2009-05-22 00:00:00,8.69,122.5,12.18,97.81,50.7,18.8,47.8,887.0,65.08
2009-05-26 00:00:00,9.09,130.78,12.45,100.82,51.16,19.36,47.53,910.33,66.0
2009-05-27 00:00:00,8.87,133.05,12.08,98.81,50.2,19.16,46.36,893.06,64.58
2009-05-28 00:00:00,8.91,135.07,12.26,100.5,50.48,19.47,47.29,906.83,65.46
2009-05-29 00:00:00,9.04,135.81,12.53,102.03,51.07,19.88,48.25,919.14,65.57
2009-06-01 00:00:00,9.64,139.35,12.88,104.03,51.64,20.37,49.25,942.87,67.85
2009-06-02 00:00:00,10.31,139.49,12.83,102.55,52.04,20.37,51.32,944.74,68.94
2009-06-03 00:00:00,9.87,140.95,12.55,102.23,51.99,20.68,50.72,931.76,68.15
2009-06-04 00:00:00,10.48,143.74,12.78,102.07,51.69,20.78,51.23,942.46,69.0
2009-06-05 00:00:00,10.73,144.67,12.59,102.95,51.78,21.07,51.29,940.09,68.99
2009-06-08 00:00:00,10.56,143.85,12.61,103.19,51.5,20.99,50.6,939.14,69.18
2009-06-09 00:00:00,10.93,142.72,12.61,103.81,51.57,21.02,49.98,942.43,69.13
2009-06-10 00:00:00,11.26,140.25,12.46,104.01,51.53,21.46,49.87,939.15,69.81
2009-06-11 00:00:00,11.98,139.95,12.51,105.02,51.89,21.73,49.5,944.89,70.01
2009-06-12 00:00:00,11.76,136.97,12.56,103.88,51.9,22.21,50.14,946.21,69.76
2009-06-15 00:00:00,10.99,136.09,12.22,103.31,50.69,22.29,49.42,923.72,68.84
2009-06-16 00:00:00,10.69,136.35,11.88,103.03,50.57,22.32,48.91,911.97,67.72
2009-06-17 00:00:00,10.28,135.58,11.39,102.72,51.1,22.54,49.5,910.71,67.53
2009-06-18 00:00:00,10.57,135.88,11.22,102.07,51.65,22.37,50.92,918.37,67.54
2009-06-19 00:00:00,10.78,139.48,11.34,101.65,51.93,22.91,50.38,921.23,67.18
2009-06-22 00:00:00,9.82,137.37,10.8,100.34,51.37,22.16,49.99,893.04,65.09
2009-06-23 00:00:00,9.8,134.01,10.87,100.26,50.93,22.22,49.54,895.1,65.19
2009-06-24 00:00:00,10.01,136.22,10.97,99.98,51.34,22.34,49.58,900.94,64.72
2009-06-25 00:00:00,10.51,139.86,11.12,101.82,52.09,22.64,50.45,920.26,66.07
2009-06-26 00:00:00,10.55,142.44,11.01,101.45,52.4,22.23,51.12,918.9,65.29
2009-06-29 00:00:00,10.24,141.97,11.02,101.59,52.73,22.71,51.25,927.23,66.73
2009-06-30 00:00:00,10.13,142.43,10.98,100.24,52.58,22.63,51.36,919.32,66.1
2009-07-01 00:00:00,10.15,142.83,11.04,100.64,52.83,22.88,52.82,923.33,66.71
2009-07-02 00:00:00,9.67,140.02,10.74,97.66,51.82,22.24,52.66,896.42,64.76
2009-07-06 00:00:00,9.08,138.61,10.76,97.58,52.42,22.08,53.39,898.72,64.39
2009-07-07 00:00:00,9.23,135.4,10.32,96.18,52.06,21.45,52.33,881.03,62.93
2009-07-08 00:00:00,9.27,137.22,10.04,96.65,52.84,21.47,51.26,879.56,62.65
2009-07-09 00:00:00,9.05,136.36,10.18,97.99,52.48,21.36,51.1,882.68,62.37
2009-07-10 00:00:00,9.16,138.52,10.1,96.79,52.7,21.31,51.13,879.13,61.57
2009-07-13 00:00:00,9.47,142.34,10.74,99.47,53.44,22.11,52.02,901.05,62.12
2009-07-14 00:00:00,9.4,142.27,10.91,99.12,53.91,22.0,52.42,905.84,62.61
2009-07-15 00:00:00,9.94,146.88,11.47,102.93,54.58,22.96,53.53,932.68,64.71
2009-07-16 00:00:00,10.24,147.52,11.62,106.21,54.85,23.26,53.51,940.74,64.73
2009-07-17 00:00:00,10.02,151.75,10.92,110.8,54.83,23.12,52.95,940.38,64.78
2009-07-20 00:00:00,10.39,152.91,10.94,111.78,54.68,23.35,52.41,951.13,65.18
2009-07-21 00:00:00,9.94,151.51,10.75,112.36,55.07,23.63,52.71,954.58,66.63
2009-07-22 00:00:00,10.0,156.74,10.9,110.94,54.8,23.61,52.23,954.07,66.17
2009-07-23 00:00:00,10.59,157.82,11.2,112.38,55.75,24.33,52.8,976.29,67.71
2009-07-24 00:00:00,10.8,159.99,11.28,112.93,56.94,22.32,52.72,979.26,68.35
2009-07-27 00:00:00,11.08,160.1,11.55,112.92,56.72,22.0,52.65,982.18,68.78
2009-07-28 00:00:00,11.04,160.0,11.73,112.59,56.4,22.34,52.3,979.62,67.97
2009-07-29 00:00:00,10.79,160.03,11.49,112.57,56.62,22.65,52.64,975.15,67.54
2009-07-30 00:00:00,11.24,162.79,12.29,113.14,57.2,22.66,52.89,986.75,66.86
2009-07-31 00:00:00,11.53,163.39,12.56,113.21,56.37,22.39,53.03,987.48,66.55
2009-08-03 00:00:00,12.35,166.43,12.86,115.12,56.56,22.68,52.52,1002.63,66.8
2009-08-04 00:00:00,12.59,165.55,12.95,114.81,56.53,22.63,55.19,1005.65,66.75
2009-08-05 00:00:00,13.05,165.11,13.11,113.73,55.96,22.66,54.57,1002.72,66.21
2009-08-06 00:00:00,12.58,163.91,13.41,113.21,55.48,22.33,54.04,997.08,65.93
2009-08-07 00:00:00,12.78,165.51,13.78,115.09,55.45,22.43,53.96,1010.48,65.68
2009-08-10 00:00:00,12.47,164.72,13.66,114.48,56.21,22.29,53.65,1007.1,65.41
2009-08-11 00:00:00,12.49,162.83,13.11,113.6,55.75,22.02,53.18,994.35,64.81
2009-08-12 00:00:00,12.74,165.31,13.24,115.05,56.09,22.4,52.97,1005.81,65.74
2009-08-13 00:00:00,13.47,168.42,13.22,115.33,55.84,22.48,52.79,1012.73,65.4
2009-08-14 00:00:00,13.04,166.78,13.05,114.36,55.62,22.55,52.86,1004.09,64.88
2009-08-17 00:00:00,12.2,159.59,12.52,112.71,55.38,22.13,52.5,979.73,63.31
2009-08-18 00:00:00,12.7,164.0,12.74,113.45,55.36,22.57,52.56,989.67,63.25
2009-08-19 00:00:00,12.26,164.6,12.68,114.36,55.89,22.64,52.75,996.46,64.69
2009-08-20 00:00:00,12.22,166.33,12.94,114.72,56.43,22.66,53.12,1007.37,65.25
2009-08-21 00:00:00,12.34,169.22,13.32,115.64,56.96,23.37,53.73,1026.13,66.51
2009-08-24 00:00:00,12.21,169.06,13.31,115.08,57.19,23.59,53.69,1025.57,67.82
2009-08-25 00:00:00,12.14,169.4,13.4,114.61,57.06,23.59,53.54,1028.0,67.23
2009-08-26 00:00:00,12.05,167.41,13.22,115.22,56.58,23.5,54.09,1028.12,67.89
2009-08-27 00:00:00,12.19,169.45,13.3,115.19,56.45,23.63,53.98,1030.98,67.41
2009-08-28 00:00:00,12.28,170.05,13.2,114.02,56.27,23.62,53.04,1028.93,66.7
2009-08-31 00:00:00,11.84,168.21,13.03,113.85,56.41,23.59,52.96,1020.62,65.78
2009-09-01 00:00:00,11.39,165.3,12.5,112.54,55.94,22.97,52.57,998.04,65.08
2009-09-02 00:00:00,11.35,165.18,12.37,111.96,55.77,22.84,53.08,994.75,64.86
2009-09-03 00:00:00,11.8,166.55,12.61,112.2,55.71,23.08,53.36,1003.24,64.93
2009-09-04 00:00:00,11.97,170.31,13.0,113.29,56.29,23.57,54.21,1016.4,65.81
2009-09-08 00:00:00,12.38,172.93,13.59,113.0,56.53,23.76,54.9,1025.39,67.21
2009-09-09 00:00:00,12.59,171.14,13.94,112.61,56.85,23.72,54.68,1033.37,67.06
2009-09-10 00:00:00,12.62,172.56,13.87,113.49,56.61,23.93,54.51,1044.14,67.21
2009-09-11 00:00:00,12.77,172.16,13.75,113.85,56.39,23.8,55.4,1042.73,66.57
2009-09-14 00:00:00,12.72,173.72,14.39,114.65,56.31,23.93,55.3,1049.34,66.59
2009-09-15 00:00:00,13.75,175.16,15.0,115.11,56.14,24.12,54.91,1052.63,66.1
2009-09-16 00:00:00,14.22,181.87,15.93,117.49,56.17,24.12,54.96,1068.76,66.91
2009-09-17 00:00:00,13.81,184.55,15.71,117.55,56.71,24.22,55.39,1065.49,66.44
2009-09-18 00:00:00,13.82,185.02,15.56,117.77,56.72,24.18,56.39,1068.3,66.58
2009-09-21 00:00:00,13.7,184.02,15.8,117.25,56.62,24.22,55.6,1064.66,66.18
2009-09-22 00:00:00,14.01,184.48,16.04,117.29,57.0,24.67,55.19,1071.66,66.43
2009-09-23 00:00:00,13.9,185.5,16.03,116.53,56.71,24.61,55.08,1060.87,65.64
2009-09-24 00:00:00,13.28,183.82,15.63,116.64,56.67,24.83,55.15,1050.78,65.57
2009-09-25 00:00:00,12.85,182.37,15.43,116.78,56.57,24.46,55.28,1044.38,65.35
2009-09-28 00:00:00,13.2,186.15,15.8,115.09,57.18,24.72,55.61,1062.98,66.2
2009-09-29 00:00:00,13.08,185.38,15.75,114.59,56.86,24.65,55.12,1060.61,65.7
2009-09-30 00:00:00,12.89,185.35,15.48,115.36,56.83,24.62,55.26,1057.08,65.27
2009-10-01 00:00:00,12.7,180.86,15.06,113.71,55.82,23.82,55.07,1029.85,63.99
2009-10-02 00:00:00,12.6,184.9,14.48,114.79,55.74,23.89,57.37,1025.21,63.33
2009-10-05 00:00:00,13.19,186.02,14.92,115.49,55.83,23.59,57.32,1040.46,64.29
2009-10-06 00:00:00,13.65,190.01,15.16,117.04,56.27,24.04,57.34,1054.72,65.31
2009-10-07 00:00:00,13.95,190.25,15.24,118.42,56.66,24.03,57.63,1057.58,65.32
2009-10-08 00:00:00,14.1,189.27,15.29,117.94,56.87,24.57,56.89,1065.48,65.68
2009-10-09 00:00:00,13.99,190.47,15.25,121.45,57.62,24.46,57.08,1071.49,65.89
2009-10-12 00:00:00,14.0,190.81,15.4,122.52,58.36,24.62,57.39,1076.19,66.71
2009-10-13 00:00:00,13.87,190.02,15.45,122.51,56.94,24.71,57.09,1073.19,66.84
2009-10-14 00:00:00,14.07,191.29,15.88,123.79,56.51,24.85,58.05,1092.02,68.34
2009-10-15 00:00:00,14.11,190.56,15.83,123.43,56.87,25.57,59.05,1096.56,69.38
2009-10-16 00:00:00,13.8,188.05,15.16,117.32,56.43,25.37,58.68,1087.68,69.56
2009-10-19 00:00:00,13.83,189.86,14.93,118.69,57.08,25.23,58.45,1097.91,70.03
2009-10-20 00:00:00,13.55,198.76,14.69,118.45,56.55,25.24,58.01,1091.06,69.46
2009-10-21 00:00:00,13.58,204.92,14.64,116.57,56.29,25.44,58.26,1081.4,69.74
2009-10-22 00:00:00,13.8,205.2,14.46,118.33,56.87,25.45,57.94,1092.91,70.81
2009-10-23 00:00:00,13.49,203.94,14.33,116.08,56.5,26.82,57.49,1079.6,69.98
2009-10-26 00:00:00,13.05,202.48,14.15,115.84,56.08,27.45,56.97,1066.95,69.66
